,"If not answered by DB, do not surface in website. ",,,"If not answered by DB, do not surface in website. ",Data broker primary address,,,,,"If not answered by DB, do not surface in website. ",,,,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TransUnion Risk and Alternative Data Solutions, Inc.",,https://www.transunion.com/,usprivacy@transunion.com,708-968-0230,555 W Adams St.,Chicago,IL,60661,USA,N/A,No,No,No,https://www.transunion.com/consumer-privacy,No,,,,No,,,,No,,,,No,,,,No,,,,427,427,0,0,38,45,835,835,0,0,23,43,0,0,0,0,0,0,15376,15376,0,0,1,4,13697,13697,0,0,1,4,"The numbers provided are for TransUnion Companies, including TransUnion Risk and Alternative Data Solutions. Access requests are not differentiated between simply the right to know and also the right to know to whom personal information is sold and shared. Consumers may view the categories of third parties to whom TransUnion sells or shares information at any time by visiting the TransUnion Privacy Policy at www.transunion.com/privacy/transunion.","For additional information about how TransUnion Companies process personal information, please visit: www.transunion.com/privacy/transunion"
Tru Optik Data Corp.,,https://www.transunion.com,usprivacy@transunion.com,708-968-0230,555 W Adams St.,Chicago,IL,60661,USA,N/A,No,No,No,https://www.transunion.com/consumer-privacy,No,,,,No,,,,No,,,,No,,,,No,,,,427,427,0,0,38,45,835,835,0,0,23,43,0,0,0,0,0,0,15376,15376,0,0,1,4,13697,13697,0,0,1,4,"The numbers provided are for TransUnion Companies, including Tru Optik Data. Access requests are not differentiated between simply the right to know and also the right to know to whom personal information is sold and shared. Consumers may view the categories of third parties to whom TransUnion sells or shares information at any time by visiting the TransUnion Privacy Policy at www.transunion.com/privacy/transunion.","For additional information about how TransUnion Companies process personal information, please visit: www.transunion.com/privacy/transunion"
"TruSignal, Inc.",,https://www.transunion.com,usprivacy@transunion.com,708-968-0230,555 W Adams St.,Chicago,IL,60661,USA,N/A,No,No,No,https://www.transunion.com/consumer-privacy,No,,,,No,,,,No,,,,No,,,,No,,,,427,427,0,0,38,45,835,835,0,0,23,43,0,0,0,0,0,0,15376,15376,0,0,1,4,13697,13697,0,0,1,4,"The numbers provided are for TransUnion Companies, including TruSignal. Access requests are not differentiated between simply the right to know and also the right to know to whom personal information is sold and shared. Consumers may view the categories of third parties to whom TransUnion sells or shares information at any time by visiting the TransUnion Privacy Policy at www.transunion.com/privacy/transunion.","For additional information about how TransUnion Companies process personal information, please visit: www.transunion.com/privacy/transunion"
"RealSource, Inc",,https://www.realsourcedata.com,privacy@realsourcedata.com,800-340-5479,8N980 Dittman Rd,Elgin,IL,60124,USA,N/A,No,No,No,https://www.realsourcedata.com/do-not-sell-my-personal-information,No,,,,No,,,,No,,,,No,,,,No,,,,271,130,130,0,15,20,87,36,36,0,15,20,0,0,0,0,0,0,271,130,130,0,15,20,0,0,0,0,0,0,,
"TransUnion Interactive, Inc.",,https://www.transunion.com,usprivacy@transunion.com,708-968-0230,555 W Adams St.,Chicago,IL,60661,USA,N/A,No,No,No,https://www.transunion.com/consumer-privacy,No,,,,No,,,,No,,,,No,,,,No,,,,427,427,0,0,38,45,835,835,0,0,23,43,0,0,0,0,0,0,15376,15376,0,0,1,4,13697,13697,0,0,1,4,"The numbers provided are for TransUnion Companies, including TransUnion Interactive. Access requests are not differentiated between simply the right to know and also the right to know to whom personal information is sold and shared. Consumers may view the categories of third parties to whom TransUnion sells or shares information at any time by visiting the TransUnion Privacy Policy at www.transunion.com/privacy/transunion.","For additional information about how TransUnion Companies process personal information, please visit: www.transunion.com/privacy/transunion"
"NeuStar, Inc.",,https://www.transunion.com/,usprivacy@transunion.com,708-968-0230,"1906 Reston Metro Plaza, Suite 500",Reston,VA,20190,USA,N/A,No,No,No,https://www.transunion.com/privacy/neustar,No,,,,No,,,,No,,,,No,,,,No,,,,235,183,0,52,7,8,235,183,0,52,1,1,0,0,0,0,0,0,168,93,0,75,7,9,157,89,0,68,7,8,"Requests may have been denied if (i) the individual’s information was not in our systems, (ii) we could not match the individual’s information to a unique identity in our systems, (iii) we were unable to verify the individual’s identity, or (iv) if an exception to compliance was applicable. 

Access requests are not differentiated between simply the right to know and also the right to know to whom personal information is sold and shared. Consumers may view the categories of third parties to whom NeuStar sells or shares information at any time by visiting the NeuStar Privacy Policy at www.transunion.com/privacy/neustar.","For additional information about how Neustar processes personal information, please visit: https://www.transunion.com/privacy/neustar"
The Data Group,,https://www.thedatagroup.com,compliance@thedatagroup.com,,"3208 E Colonial Drive, #118",Orlando,FL,32765,USA,N/A,No,No,No,https://www.thedatagroup.com/california-consumer-privacy-act/,No,,,,No,,,,No,,,,No,,,,No,,,,117,117,117,117,6,6,117,117,117,0,6,6,117,117,117,0,6,6,117,117,117,0,6,6,6,117,117,0,6,6,,
Catalist LLC,,https://www.catalist.us,privacy@catalist.us,202-962-7200,"1310 L Street NW, Ste. 500",Washington,DC,20005,USA,N/A,No,No,No,https://www.catalist.us/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,9,9,9,0,8,12.5,2,2,2,0,32.5,32.5,0,0,0,0,0,0,9,9,9,0,8,12.5,0,0,0,0,0,0,,
Evorra Ltd,,https://www.evorra.com,privacy@evorra.com,,N/A,N/A,N/A,N/A,United Kingdom,"TC Group, King's House, 6th FL, 9-10 Haymarket, London, SW1Y 4BP",No,No,No,https://www.evorra.com/privacy-data-policies/product-privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We started receiving request for data, opt-out and deletion requests in 2024 (the questions pertain to 2023).","Based on our understanding of the rule changes, a company should register the legal entities operating as a data broker.  Last year, we registered our parent company, Evorra Inc.  But any data brokering activity is via our subsidiary Evorra Ltd and so we are switching our registration from Evorra Inc. to Evorra Ltd."
"StatSocial, Inc",,https://www.statsocial.com,privacy@statsocial.com,,"31 Hudson Yards, Floor 11, Ste. 54",New York City,NY,10001,USA,N/A,No,No,No,https://www.statsocial.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5219,5219,0,0,7,7,0,0,0,0,0,0,,
"Civis Analytics, Inc. ",,https://www.civisanalytics.com/,dataprotection@civisanalytics.com,,"200 W Monroe St., STE 2200
",Chicago,IL,60606,USA ,N/A,No,No,No,https://www.civisanalytics.com/privacy-policy/supplemental-privacy-notice/,No,,,,No,,,,No,,,,No,,,,Yes,"Civis Analytics, Inc. does not collect or sell information that is subject to HIPAA. As a data warehouse platform, Civis stores information on behalf of one client that it is itself a Business Associate. Civis has entered into a Business Associate Agreement with that client, as a subcontractor to the the client.","Civis Analytics, Inc. is regulated by HIPAA to the extent that Civis has entered into a Business Associate Agreement with one Civis client who is a Business Associate and may use Civis's data warehouse to store PHI. Civis does not collect or sell information that is subject to HIPAA. ",0. Civis itself does not collect or sell data that is subject to HIPAA; Civis may process data that is subject to HIPAA for its clients. ,12,12,0,0,45,45,5,5,0,0,45,45,0,0,0,0,0,0,22,22,0,0,45,45,4,4,0,0,45,45,"Civis Analytics, Inc. honors data subject requests submitted in accordance with our Privacy Policy, including our Supplemental Privacy Policy. The above information is provided based on information available to Civis. ","Please see the Civis Analytics, Inc. Privacy Policy at https://www.civisanalytics.com/privacy-policy/. "
Source Path Digital,,https://www.sourcepathdigital.com/,sales@sourcepathdigital.com,866-666-PATH,"231 North Main Street, Suite 16",Edwardsville,IL,62025,USA,N/A,No,No,No,https://www.sourcepathdigital.com/california-consumer-portal/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FourLeaf LLC,,https://www.fourleafdata.com,privacy@fourleafdata.com,800-360-6213,"30 N. Gould Street, Suite 5479",Sheridan,WY,82801,USA,N/A,No,No,No,https://www.fourleafdata.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,255629,255629,0,0,11,12.49,7,7,0,0,38.45,39.01,7,7,0,0,38.45,39.01,3,3,0,0,23.99,26.3,0,0,0,0,0,0,,
"All Good Media, LLC",Attribits,https://www.attribits.com,compliance@attribits.com,,"881 Worcester St., Ste. 1 #1089",Natick,MA,01760,USA,"881 Worcester St. Ste 1 #1089	Natick	MA	01760",No,No,No,https://www.attribits.com/do-not-sell,No,,,,No,,,,No,,,,No,,,,No,,,,48763,48763,48763,0,26,26,48763,48763,48763,0,26,26,48763,48763,48763,0,26,26,48763,48763,48763,0,26,26,48763,48763,48763,0,26,26,,
"Ekata, Inc.",,https://www.ekata.com,privacysupport@ekata.com,,"1201 2nd Avenue, Suite 3600",Seattle,WA,98101,USA,N/A,No,No,No,https://www.ekata.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,26469,23081,23081,3388,36,35.9,9,2,2,7,36,33.3,0,0,0,0,0,0,93,76,76,0,10,12.6,0,0,0,0,0,0,,
"Reveal Mobile, Inc.",,https://www.revealmobile.com/,wtownsend@revealmobile.com,,"5540 Centerview Dr.

",Raleigh,NC,27606,USA,n/a,No,Yes,No,https://www.revealmobile.com/ccpa/,No,,,,No,,,,No,,,,No,,,,No,,,,28,13,15,0,24,23.6,22,16,6,0,9.7,12.7,0,0,0,0,0,0,79,18,61,0,26.8,26.3,0,0,0,0,0,0,,
"i360, LLC",,https://www.i-360.com/,privacy@i-360.com,,PO Box 663,Arlington,VA,22216,USA,N/A,No,No,No,https://www.i-360.com/ccpa/,No,,,,No,,,,No,,,,No,,,,No,,,,10,10,0,0,17.5,19.8,4,4,0,0,13,16.5,0,0,0,0,0,0,10,10,0,0,17.5,19.8,1,1,0,0,25,25,,
"HealthCare, Inc.",,https://www.healthcare.com,deasley@healthcare.com,888-987-4420,"3401 N. Miami Avenue, Suite 205",Miami,FL,33127,USA,,No,No,No,https://www.healthcare.com/privacy-policy,No,,,,Yes,"Basic contact details and identifiers  like name, postal address, unique identifiers

Extract from our privacy policy: https://www.healthcare.com/privacy-policy 

Basic contact details and identifiers such as real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers;
Any personal information described in the California Consumer Records statute (Cal.Civ.Code section 1798.80(e)).
Characteristics of protected classifications under California or Federal Law such as age, gender, etc.;
Commercial, order and shopping information, including records of personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies;
Account information including your username, password and security questions for accessing our Sites;
Customer support information including the information you choose to include in communications with us, for example, when sending a message through the Services;
Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with an internet website application or advertisement;
Geolocation data;
Audio, electronic, visual, or similar information (Please Note: Calls to or from Healthcare are recorded and may be monitored and all interactions you have with our website are recorded);
Professional and employment-related information;
Inferences drawn from other information;
Sensitive Personal Information;","HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by GLBA.",5.95%,Yes,"Basic contact details and identifiers such as real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers;
Any personal information described in the California Consumer Records statute (Cal.Civ.Code section 1798.80(e)).
Characteristics of protected classifications under California or Federal Law such as age, gender, etc.;
Commercial, order and shopping information, including records of personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies;
Account information including your username, password and security questions for accessing our Sites;
Customer support information including the information you choose to include in communications with us, for example, when sending a message through the Services;
Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with an internet website application or advertisement;
Geolocation data;
Audio, electronic, visual, or similar information (Please Note: Calls to or from Healthcare are recorded and may be monitored and all interactions you have with our website are recorded);
Professional and employment-related information;
Inferences drawn from other information;
Sensitive Personal Information;","HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by IIPPA.",5.95%,Yes,"Basic contact details and identifiers such as real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers;
Any personal information described in the California Consumer Records statute (Cal.Civ.Code section 1798.80(e)).
Characteristics of protected classifications under California or Federal Law such as age, gender, etc.;
Commercial, order and shopping information, including records of personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies;
Account information including your username, password and security questions for accessing our Sites;
Customer support information including the information you choose to include in communications with us, for example, when sending a message through the Services;
Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with an internet website application or advertisement;
Geolocation data;
Audio, electronic, visual, or similar information (Please Note: Calls to or from Healthcare are recorded and may be monitored and all interactions you have with our website are recorded);
Professional and employment-related information;
Inferences drawn from other information;
Sensitive Personal Information;","HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by CMIA. Summit Pharmacy, Inc. is a licensed pharmacy focused on workers compensation patients and is expressly regulated by CMIA.",5.95%,Yes,"Basic contact details and identifiers such as real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers;
Any personal information described in the California Consumer Records statute (Cal.Civ.Code section 1798.80(e)).
Characteristics of protected classifications under California or Federal Law such as age, gender, etc.;
Commercial, order and shopping information, including records of personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies;
Account information including your username, password and security questions for accessing our Sites;
Customer support information including the information you choose to include in communications with us, for example, when sending a message through the Services;
Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with an internet website application or advertisement;
Geolocation data;
Audio, electronic, visual, or similar information (Please Note: Calls to or from Healthcare are recorded and may be monitored and all interactions you have with our website are recorded);
Professional and employment-related information;
Inferences drawn from other information;
Sensitive Personal Information;","HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by HIPAA either as covered entities or as a business associate. Summit Pharmacy, Inc. is a licensed pharmacy focused on workers compensation patients and is expressly regulated by HIPAA either as a covered entity or as a business associate.",0% - we dont collect/sell  PHI ,9,9,9,4,2,2,53,53,53,4,2,2,0,0,0,0,0,0,77,77,0,0,2,0,78,78,78,0,10,2,,All metrics and privacy specifics are published in our websites : https://www.healthcare.com/privacy-policy
ONLINE MEDIA GROUP INC.,,https://www.omginc.xyz,privacy@omginc.xyz,,61G Avenida De Orinda Suite G,Orinda,CA,94563,USA,NA,No,No,No,https://omginc.xyz/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zeta Global Corp.,,https://www.zetaglobal.com,privacy@zetaglobal.com,,"3 Park Ave., 33rd Floor
",New York,NY,10016,USA,N/A,No,Yes,No,https://www.zetaglobal.com/privacy-choices/,No,,,,No,,,,No,,,,No,,,,No,,,,15404,15339,0,65,74,65,3322,3304,0,18,74,65,0,0,0,0,0,0,15029,14965,0,64,74,65,13349,13294,0,55,74,65,"A significant increase in the volume of request vs. earlier years resulted in a slowdown of our response process in 2023, which was addressed through process improvements that significantly reduced the response time during 2024.",
"WealthFeed, Inc.",,https://www.wealthfeed.com,privacy@wealthfeed.com,,"222 Pacific Coast Hwy, Fl 10 ",El Segundo,CA,90245,USA,N/A,No,No,No,https://www.wealthfeed.com/privacy-choices/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Disqus, Inc.",,https://www.disqus.com,privacy@disqus.com,,"3 Park Ave., 33rd Floor",New York,NY,10016,USA,N/A,No,No,No,https://www.disqus.com/data-sharing-settings/,No,,,,No,,,,No,,,,No,,,,No,,,,1921,1769,0,152,3,35,740,670,0,70,3,35,0,0,0,0,0,0,670,583,0,87,3,35,670,670,583,87,3,35,,
